zip,data
36618,1
36619,165
36685,2
36693,0
36703,1
36784,0
36801,1
36830,4
36854,13
36863,1
36869,1
36870,2
37027,2
37032,0
37037,1
37040,3
37042,3
37043,2
37048,2
37055,1
37062,1
37064,2
37067,177
37075,2
37076,1
37091,1
37115,171
37122,5
37128,1
37129,2
37130,4
37135,1
37148,1
37167,1
37172,1
37174,2
37191,1
37203,283
37209,87
37211,1
37216,1
37221,2
37302,1
37303,1
37311,3
37312,2
37323,3
37330,2
37334,132
37341,1
37343,1
37354,1
37362,1
37363,9
37365,1
37377,3
37379,2
37380,1
37388,2
37397,1
37398,131
37402,1
37405,1
37406,1
37407,173
37411,1
37412,1
37416,82
37421,4
37604,399
37618,1
37620,1
37650,1
37659,1
37687,1
37705,0
37709,1
37716,237
37725,1
37738,1
37748,0
37764,474
37772,1
37777,236
37801,1
37803,1
37853,1
37854,0
37865,1
37876,3
37885,1
37909,1
37917,4
37919,2
37920,1
37921,1
37922,1
37923,1
37924,1
37931,1
37938,1
38002,2
38004,2
38017,74
38053,4
38088,2
38115,127
38117,2
38120,0
38127,2
38135,1
38138,1
38260,1
38261,300
38301,1
38305,1
38310,1
38382,1
38401,401
38477,1
38501,93
38555,92
38556,1
38571,1
38574,1
38632,1
38635,1
38654,241
38655,1
38671,113
38672,1
38680,1
38732,0
38751,1
38769,1
38834,1
38855,0
38865,1
38866,3
38868,1
38901,1
39042,1
39046,1
39047,1
39083,1
39110,3
39120,1
39157,88
39170,1
39180,0
39207,1
39301,71
39402,1
39429,1
39440,109
39503,2
39507,1
39532,3
39560,1
39567,1
39574,1
39581,1
39601,39
39702,1
39740,1
39755,0
39767,1
3980,2
39842,1
39845,1
40004,27
40031,2
40059,0
40065,22
40071,2
40108,1
40117,1
40143,0
40162,1
40165,56
40176,0
40208,118
40216,1
40218,2
40219,0
40222,1
40241,1
40243,1
40272,1
40299,3
40324,2
40330,81
40342,0
40351,1
40353,75
40356,16
40385,1
40390,1
40391,1
40402,2
40403,1
40409,1
40444,2
40475,33
40502,1
40503,1
40505,2
40509,224
40511,1
40514,2
40515,1
40517,2
40701,2
40729,1
40744,1
40806,0
40906,1
41001,3
41007,2
41011,1
41014,1
41017,1
41018,1
41042,2
41056,1
41063,1
41075,1
41091,1
41092,1
41094,1
41139,1
41143,3
41144,1
41169,1
41171,1
41179,1
41224,1
41311,1
41339,99
41352,1
41465,2
41501,46
41653,1
41701,30
41822,2
41858,1
42003,207
42071,1
42101,11
42104,1
42122,1
42160,0
42223,1
42240,3
42275,0
42301,1
42345,0
42348,0
42366,1
42503,3
42544,1
42701,32
42702,4
42718,30
42743,1
42754,1
43001,1
43006,1
43009,1
43014,0
43015,3
43016,5
43017,3
43021,2
43026,3
43031,1
43035,250
43040,213
43046,1
43050,166
43055,2
43056,187
43062,38
43064,1
43068,1
43073,1
43074,15
43076,1
43078,19
43081,380
43082,4
43085,1
43103,3
43110,1
43112,86
43119,1
43123,2
43130,2
43138,1
43147,3
43150,0
43162,2
43204,20
43207,50
43212,1
43213,1
43215,13
43221,1
43223,2
43224,1
43229,38
43230,4
43232,84
43234,1
43235,1
43302,1
43319,1
43351,319
43420,2
43449,1
43452,260
43537,737
43542,0
43555,1
43557,1
43558,16
43560,1
43567,70
43571,1
43612,1
43613,2
43614,1
43615,1
43623,1
43701,1
43718,67
43725,10
43733,1
43779,1
43830,1
43913,76
43920,1
43943,1
43950,3
43952,1
43953,1
44001,1
44004,1
44010,0
44011,2
44017,1
44021,1
44022,1
44023,3
44024,1
44026,1
44028,2
44039,1
44041,1
44044,1
44053,1
44055,1
44060,313
44070,2
44077,2
44089,1
44095,2
44105,1
44107,1
44109,2
44111,1
44113,1
44121,2
44122,1
44124,2
44125,1
44126,1
44138,1
44140,3
44142,22
44145,1
44146,175
44147,1
44149,3
44202,40
44203,1
44212,2
44221,1
44223,1
44224,2
44236,3
44241,1
44255,40
44256,392
44264,609
44266,1
44272,1
44278,2
44280,1
44281,6
44303,1
44310,48
44313,1
44314,1
44319,1
44403,1
44406,0
44410,21
44437,0
44446,35
44451,1
44460,2
44471,2
44481,1
44484,5
44511,1
44512,3
44514,3
44515,108
44601,2
44614,1
44615,1
44622,168
44632,1
44641,2
44646,1
44647,232
44654,3
44657,1
44663,115
44683,1
44691,209
44705,267
44706,1
44710,1
44720,40
44721,2
44811,1
44830,1
44833,2
44836,1
44839,239
44870,1
44875,1
44883,1
44890,2
44903,120
44904,1
44905,241
45005,1
45011,15
45014,152
45036,3
45039,5
45040,84
45042,1
45044,2
45056,1
45068,2
45069,5
45102,1
45103,22
45106,103
45113,1
45150,2
45152,1
45154,1
45177,480
45202,1
45211,0
45212,1
45219,1
45224,1
45225,1
45231,1
45236,1
45239,2
45241,1
